filename,line,rad_score,session
output_image_line_x_65.05_y_148.63_x_223.86_y_143.18_rad_score_1session_15810.png,"[{'x': 65.05, 'y': 148.63} {'x': 223.86, 'y': 143.18}]",1,15810
output_image_line_x_44.7_y_145.0_x_244.57_y_144.64_rad_score_1session_15810.png,"[{'x': 44.7, 'y': 145.0} {'x': 244.57, 'y': 144.64}]",1,15810
output_image_line_x_55.96_y_142.82_x_256.57_y_152.99_rad_score_1session_17610.png,"[{'x': 55.96, 'y': 142.82} {'x': 256.57, 'y': 152.99}]",1,17610
output_image_line_x_75.95_y_142.82_x_238.76_y_147.18_rad_score_1session_17610.png,"[{'x': 75.95, 'y': 142.82} {'x': 238.76, 'y': 147.18}]",1,17610
output_image_line_x_53.78_y_141.0_x_253.3_y_155.18_rad_score_1session_17610.png,"[{'x': 53.78, 'y': 141.0} {'x': 253.3, 'y': 155.18}]",1,17610
output_image_line_x_26.17_y_132.64_x_264.92_y_152.63_rad_score_2session_17710.png,"[{'x': 26.17, 'y': 132.64} {'x': 264.92, 'y': 152.63}]",2,17710
output_image_line_x_38.16_y_132.64_x_246.03_y_154.45_rad_score_2session_17710.png,"[{'x': 38.16, 'y': 132.64} {'x': 246.03, 'y': 154.45}]",2,17710
output_image_line_x_25.08_y_131.19_x_264.92_y_151.54_rad_score_2session_17710.png,"[{'x': 25.08, 'y': 131.19} {'x': 264.92, 'y': 151.54}]",2,17710
output_image_line_x_23.26_y_139.91_x_264.56_y_153.36_rad_score_1session_1800.png,"[{'x': 23.26, 'y': 139.91} {'x': 264.56, 'y': 153.36}]",1,1800
output_image_line_x_30.53_y_143.91_x_252.57_y_151.18_rad_score_1session_1800.png,"[{'x': 30.53, 'y': 143.91} {'x': 252.57, 'y': 151.18}]",1,1800
output_image_line_x_19.99_y_138.1_x_263.11_y_154.09_rad_score_1session_1800.png,"[{'x': 19.99, 'y': 138.1} {'x': 263.11, 'y': 154.09}]",1,1800
output_image_line_x_25.08_y_139.91_x_259.11_y_149.72_rad_score_2session_18600.png,"[{'x': 25.08, 'y': 139.91} {'x': 259.11, 'y': 149.72}]",2,18600
output_image_line_x_37.43_y_141.73_x_247.48_y_151.18_rad_score_2session_18600.png,"[{'x': 37.43, 'y': 141.73} {'x': 247.48, 'y': 151.18}]",2,18600
output_image_line_x_23.98_y_138.82_x_255.11_y_150.45_rad_score_2session_18600.png,"[{'x': 23.98, 'y': 138.82} {'x': 255.11, 'y': 150.45}]",2,18600
output_image_line_x_19.99_y_139.19_x_266.02_y_158.81_rad_score_5session_19010.png,"[{'x': 19.99, 'y': 139.19} {'x': 266.02, 'y': 158.81}]",5,19010
output_image_line_x_34.16_y_142.46_x_259.84_y_157.72_rad_score_5session_19010.png,"[{'x': 34.16, 'y': 142.46} {'x': 259.84, 'y': 157.72}]",5,19010
output_image_line_x_17.44_y_137.73_x_263.47_y_157.36_rad_score_5session_19010.png,"[{'x': 17.44, 'y': 137.73} {'x': 263.47, 'y': 157.36}]",5,19010
output_image_line_x_28.35_y_133.37_x_255.84_y_159.9_rad_score_4session_19200.png,"[{'x': 28.35, 'y': 133.37} {'x': 255.84, 'y': 159.9}]",4,19200
output_image_line_x_39.97_y_135.19_x_235.49_y_155.18_rad_score_4session_19200.png,"[{'x': 39.97, 'y': 135.19} {'x': 235.49, 'y': 155.18}]",4,19200
output_image_line_x_28.71_y_133.01_x_254.39_y_159.17_rad_score_4session_19200.png,"[{'x': 28.71, 'y': 133.01} {'x': 254.39, 'y': 159.17}]",4,19200
output_image_line_x_33.07_y_137.37_x_260.2_y_147.91_rad_score_1session_20200.png,"[{'x': 33.07, 'y': 137.37} {'x': 260.2, 'y': 147.91}]",1,20200
output_image_line_x_43.25_y_141.37_x_239.12_y_150.09_rad_score_1session_20200.png,"[{'x': 43.25, 'y': 141.37} {'x': 239.12, 'y': 150.09}]",1,20200
output_image_line_x_35.25_y_136.28_x_260.93_y_149.72_rad_score_1session_20200.png,"[{'x': 35.25, 'y': 136.28} {'x': 260.93, 'y': 149.72}]",1,20200
output_image_line_x_22.89_y_143.91_x_274.01_y_141.0_rad_score_2session_20510.png,"[{'x': 22.89, 'y': 143.91} {'x': 274.01, 'y': 141.0}]",2,20510
output_image_line_x_38.88_y_134.82_x_264.2_y_141.37_rad_score_2session_20510.png,"[{'x': 38.88, 'y': 134.82} {'x': 264.2, 'y': 141.37}]",2,20510
output_image_line_x_24.35_y_138.46_x_269.65_y_149.0_rad_score_2session_20510.png,"[{'x': 24.35, 'y': 138.46} {'x': 269.65, 'y': 149.0}]",2,20510
output_image_line_x_25.8_y_129.74_x_263.83_y_157.36_rad_score_1session_20701.png,"[{'x': 25.8, 'y': 129.74} {'x': 263.83, 'y': 157.36}]",1,20701
output_image_line_x_37.07_y_129.37_x_242.03_y_154.45_rad_score_1session_20701.png,"[{'x': 37.07, 'y': 129.37} {'x': 242.03, 'y': 154.45}]",1,20701
output_image_line_x_26.17_y_131.55_x_262.38_y_156.99_rad_score_1session_20701.png,"[{'x': 26.17, 'y': 131.55} {'x': 262.38, 'y': 156.99}]",1,20701
output_image_line_x_46.88_y_137.01_x_248.93_y_151.9_rad_score_5session_21910.png,"[{'x': 46.88, 'y': 137.01} {'x': 248.93, 'y': 151.9}]",5,21910
output_image_line_x_61.78_y_140.64_x_225.68_y_147.54_rad_score_5session_21910.png,"[{'x': 61.78, 'y': 140.64} {'x': 225.68, 'y': 147.54}]",5,21910
output_image_line_x_46.52_y_137.37_x_251.12_y_151.9_rad_score_5session_21910.png,"[{'x': 46.52, 'y': 137.37} {'x': 251.12, 'y': 151.9}]",5,21910
output_image_line_x_35.61_y_144.64_x_242.39_y_145.73_rad_score_1session_2320.png,"[{'x': 35.61, 'y': 144.64} {'x': 242.39, 'y': 145.73}]",1,2320
output_image_line_x_42.52_y_147.54_x_236.58_y_146.82_rad_score_1session_2320.png,"[{'x': 42.52, 'y': 147.54} {'x': 236.58, 'y': 146.82}]",1,2320
output_image_line_x_26.17_y_145.0_x_242.39_y_147.91_rad_score_1session_2320.png,"[{'x': 26.17, 'y': 145.0} {'x': 242.39, 'y': 147.91}]",1,2320
output_image_line_x_10.9_y_135.19_x_270.01_y_151.9_rad_score_2session_23810.png,"[{'x': 10.9, 'y': 135.19} {'x': 270.01, 'y': 151.9}]",2,23810
output_image_line_x_24.35_y_135.91_x_235.13_y_149.0_rad_score_2session_23810.png,"[{'x': 24.35, 'y': 135.91} {'x': 235.13, 'y': 149.0}]",2,23810
output_image_line_x_11.63_y_136.64_x_272.56_y_152.63_rad_score_2session_23810.png,"[{'x': 11.63, 'y': 136.64} {'x': 272.56, 'y': 152.63}]",2,23810
output_image_line_x_21.44_y_138.82_x_235.49_y_150.81_rad_score_3session_24210.png,"[{'x': 21.44, 'y': 138.82} {'x': 235.49, 'y': 150.81}]",3,24210
output_image_line_x_28.71_y_138.1_x_222.04_y_150.45_rad_score_3session_24210.png,"[{'x': 28.71, 'y': 138.1} {'x': 222.04, 'y': 150.45}]",3,24210
output_image_line_x_19.26_y_136.28_x_220.95_y_149.36_rad_score_3session_24210.png,"[{'x': 19.26, 'y': 136.28} {'x': 220.95, 'y': 149.36}]",3,24210
output_image_line_x_37.07_y_131.55_x_272.92_y_147.54_rad_score_2session_24910.png,"[{'x': 37.07, 'y': 131.55} {'x': 272.92, 'y': 147.54}]",2,24910
output_image_line_x_25.8_y_141.73_x_266.38_y_147.91_rad_score_1session_4020.png,"[{'x': 25.8, 'y': 141.73} {'x': 266.38, 'y': 147.91}]",1,4020
output_image_line_x_37.79_y_145.73_x_249.66_y_149.72_rad_score_1session_4020.png,"[{'x': 37.79, 'y': 145.73} {'x': 249.66, 'y': 149.72}]",1,4020
output_image_line_x_25.08_y_138.1_x_258.38_y_147.18_rad_score_1session_4020.png,"[{'x': 25.08, 'y': 138.1} {'x': 258.38, 'y': 147.18}]",1,4020
output_image_line_x_21.08_y_139.19_x_250.75_y_150.81_rad_score_1session_4120.png,"[{'x': 21.08, 'y': 139.19} {'x': 250.75, 'y': 150.81}]",1,4120
output_image_line_x_31.98_y_141.73_x_242.76_y_149.36_rad_score_1session_4120.png,"[{'x': 31.98, 'y': 141.73} {'x': 242.76, 'y': 149.36}]",1,4120
output_image_line_x_19.99_y_137.01_x_255.48_y_150.45_rad_score_1session_4120.png,"[{'x': 19.99, 'y': 137.01} {'x': 255.48, 'y': 150.45}]",1,4120
output_image_line_x_34.16_y_132.64_x_266.38_y_146.82_rad_score_3session_4200.png,"[{'x': 34.16, 'y': 132.64} {'x': 266.38, 'y': 146.82}]",3,4200
output_image_line_x_46.15_y_137.01_x_247.12_y_139.55_rad_score_3session_4200.png,"[{'x': 46.15, 'y': 137.01} {'x': 247.12, 'y': 139.55}]",3,4200
output_image_line_x_34.52_y_134.82_x_264.56_y_146.09_rad_score_3session_4200.png,"[{'x': 34.52, 'y': 134.82} {'x': 264.56, 'y': 146.09}]",3,4200
output_image_line_x_47.61_y_138.82_x_259.11_y_151.18_rad_score_1session_4230.png,"[{'x': 47.61, 'y': 138.82} {'x': 259.11, 'y': 151.18}]",1,4230
output_image_line_x_71.59_y_145.73_x_239.49_y_149.72_rad_score_1session_4230.png,"[{'x': 71.59, 'y': 145.73} {'x': 239.49, 'y': 149.72}]",1,4230
output_image_line_x_45.06_y_140.64_x_259.84_y_150.45_rad_score_1session_4230.png,"[{'x': 45.06, 'y': 140.64} {'x': 259.84, 'y': 150.45}]",1,4230
output_image_line_x_41.43_y_142.46_x_278.73_y_153.72_rad_score_1session_4330.png,"[{'x': 41.43, 'y': 142.46} {'x': 278.73, 'y': 153.72}]",1,4330
output_image_line_x_50.88_y_148.27_x_255.48_y_150.81_rad_score_1session_4330.png,"[{'x': 50.88, 'y': 148.27} {'x': 255.48, 'y': 150.81}]",1,4330
output_image_line_x_42.88_y_141.37_x_274.01_y_152.99_rad_score_1session_4330.png,"[{'x': 42.88, 'y': 141.37} {'x': 274.01, 'y': 152.99}]",1,4330
output_image_line_x_20.46_y_105.24_x_263.29_y_109.32_rad_score_1session_4930.png,"[{'x': 20.46, 'y': 105.24} {'x': 263.29, 'y': 109.32}]",1,4930
output_image_line_x_21.0_y_105.51_x_261.39_y_110.68_rad_score_1session_4930.png,"[{'x': 21.0, 'y': 105.51} {'x': 261.39, 'y': 110.68}]",1,4930
output_image_line_x_48.46_y_109.59_x_230.11_y_110.95_rad_score_1session_4930.png,"[{'x': 48.46, 'y': 109.59} {'x': 230.11, 'y': 110.95}]",1,4930
output_image_line_x_45.47_y_112.85_x_262.75_y_109.59_rad_score_5session_6210.png,"[{'x': 45.47, 'y': 112.85} {'x': 262.75, 'y': 109.59}]",5,6210
output_image_line_x_47.11_y_112.31_x_260.03_y_107.96_rad_score_5session_6210.png,"[{'x': 47.11, 'y': 112.31} {'x': 260.03, 'y': 107.96}]",5,6210
output_image_line_x_68.86_y_109.04_x_214.89_y_103.06_rad_score_5session_6210.png,"[{'x': 68.86, 'y': 109.04} {'x': 214.89, 'y': 103.06}]",5,6210
output_image_line_x_29.16_y_108.23_x_264.38_y_103.88_rad_score_1session_7030.png,"[{'x': 29.16, 'y': 108.23} {'x': 264.38, 'y': 103.88}]",1,7030
output_image_line_x_32.96_y_108.77_x_258.94_y_100.61_rad_score_1session_7030.png,"[{'x': 32.96, 'y': 108.77} {'x': 258.94, 'y': 100.61}]",1,7030
output_image_line_x_65.05_y_110.4_x_233.11_y_98.17_rad_score_1session_7030.png,"[{'x': 65.05, 'y': 110.4} {'x': 233.11, 'y': 98.17}]",1,7030
output_image_line_x_26.17_y_143.18_x_260.56_y_149.36_rad_score_5session_7330.png,"[{'x': 26.17, 'y': 143.18} {'x': 260.56, 'y': 149.36}]",5,7330
output_image_line_x_32.34_y_141.37_x_250.75_y_148.63_rad_score_5session_7330.png,"[{'x': 32.34, 'y': 141.37} {'x': 250.75, 'y': 148.63}]",5,7330
output_image_line_x_19.99_y_146.45_x_262.74_y_149.0_rad_score_5session_7330.png,"[{'x': 19.99, 'y': 146.45} {'x': 262.74, 'y': 149.0}]",5,7330
output_image_line_x_18.53_y_144.27_x_264.92_y_145.0_rad_score_1session_7430.png,"[{'x': 18.53, 'y': 144.27} {'x': 264.92, 'y': 145.0}]",1,7430
output_image_line_x_30.53_y_143.55_x_252.93_y_147.18_rad_score_1session_7430.png,"[{'x': 30.53, 'y': 143.55} {'x': 252.93, 'y': 147.18}]",1,7430
output_image_line_x_19.99_y_144.27_x_263.83_y_143.55_rad_score_1session_7430.png,"[{'x': 19.99, 'y': 144.27} {'x': 263.83, 'y': 143.55}]",1,7430
output_image_line_x_20.35_y_138.46_x_255.48_y_148.27_rad_score_2session_8210.png,"[{'x': 20.35, 'y': 138.46} {'x': 255.48, 'y': 148.27}]",2,8210
output_image_line_x_36.7_y_141.73_x_248.21_y_151.54_rad_score_2session_8210.png,"[{'x': 36.7, 'y': 141.73} {'x': 248.21, 'y': 151.54}]",2,8210
output_image_line_x_13.08_y_138.1_x_260.56_y_146.45_rad_score_2session_8210.png,"[{'x': 13.08, 'y': 138.1} {'x': 260.56, 'y': 146.45}]",2,8210
output_image_line_x_27.62_y_132.64_x_267.83_y_155.54_rad_score_3session_9310.png,"[{'x': 27.62, 'y': 132.64} {'x': 267.83, 'y': 155.54}]",3,9310
output_image_line_x_43.25_y_136.64_x_253.3_y_155.9_rad_score_3session_9310.png,"[{'x': 43.25, 'y': 136.64} {'x': 253.3, 'y': 155.9}]",3,9310
output_image_line_x_25.8_y_131.55_x_264.92_y_157.36_rad_score_3session_9310.png,"[{'x': 25.8, 'y': 131.55} {'x': 264.92, 'y': 157.36}]",3,9310
output_image_line_x_36.34_y_124.29_x_243.12_y_157.72_rad_score_2session_133300.png,"[{'x': 36.34, 'y': 124.29} {'x': 243.12, 'y': 157.72}]",2,133300
output_image_line_x_47.97_y_125.38_x_236.22_y_159.54_rad_score_2session_133300.png,"[{'x': 47.97, 'y': 125.38} {'x': 236.22, 'y': 159.54}]",2,133300
output_image_line_x_33.07_y_124.65_x_251.48_y_157.36_rad_score_2session_133300.png,"[{'x': 33.07, 'y': 124.65} {'x': 251.48, 'y': 157.36}]",2,133300
output_image_line_x_39.61_y_145.0_x_245.3_y_152.27_rad_score_2session_133800.png,"[{'x': 39.61, 'y': 145.0} {'x': 245.3, 'y': 152.27}]",2,133800
output_image_line_x_50.88_y_146.45_x_231.49_y_150.81_rad_score_2session_133800.png,"[{'x': 50.88, 'y': 146.45} {'x': 231.49, 'y': 150.81}]",2,133800
output_image_line_x_39.25_y_146.45_x_242.76_y_152.63_rad_score_2session_133800.png,"[{'x': 39.25, 'y': 146.45} {'x': 242.76, 'y': 152.63}]",2,133800
output_image_line_x_24.35_y_144.27_x_253.66_y_142.46_rad_score_2session_133900.png,"[{'x': 24.35, 'y': 144.27} {'x': 253.66, 'y': 142.46}]",2,133900
output_image_line_x_38.88_y_147.18_x_222.41_y_144.27_rad_score_2session_133900.png,"[{'x': 38.88, 'y': 147.18} {'x': 222.41, 'y': 144.27}]",2,133900
output_image_line_x_26.17_y_147.54_x_256.57_y_139.55_rad_score_2session_133900.png,"[{'x': 26.17, 'y': 147.54} {'x': 256.57, 'y': 139.55}]",2,133900
output_image_line_x_21.44_y_136.28_x_272.19_y_154.81_rad_score_2session_134700.png,"[{'x': 21.44, 'y': 136.28} {'x': 272.19, 'y': 154.81}]",2,134700
output_image_line_x_31.98_y_138.1_x_256.57_y_146.82_rad_score_2session_134700.png,"[{'x': 31.98, 'y': 138.1} {'x': 256.57, 'y': 146.82}]",2,134700
output_image_line_x_26.17_y_139.55_x_267.83_y_156.63_rad_score_2session_134700.png,"[{'x': 26.17, 'y': 139.55} {'x': 267.83, 'y': 156.63}]",2,134700
output_image_line_x_23.18_y_114.21_x_235.01_y_112.58_rad_score_2session_134800.png,"[{'x': 23.18, 'y': 114.21} {'x': 235.01, 'y': 112.58}]",2,134800
output_image_line_x_23.45_y_110.68_x_226.31_y_112.58_rad_score_2session_134800.png,"[{'x': 23.45, 'y': 110.68} {'x': 226.31, 'y': 112.58}]",2,134800
output_image_line_x_56.89_y_113.39_x_173.55_y_106.05_rad_score_2session_134800.png,"[{'x': 56.89, 'y': 113.39} {'x': 173.55, 'y': 106.05}]",2,134800
output_image_line_x_35.68_y_110.4_x_260.57_y_108.5_rad_score_2session_135200.png,"[{'x': 35.68, 'y': 110.4} {'x': 260.57, 'y': 108.5}]",2,135200
output_image_line_x_31.06_y_111.76_x_262.2_y_109.59_rad_score_2session_135200.png,"[{'x': 31.06, 'y': 111.76} {'x': 262.2, 'y': 109.59}]",2,135200
output_image_line_x_43.84_y_111.49_x_221.41_y_113.12_rad_score_2session_135200.png,"[{'x': 43.84, 'y': 111.49} {'x': 221.41, 'y': 113.12}]",2,135200
output_image_line_x_36.7_y_134.82_x_270.38_y_158.08_rad_score_2session_135600.png,"[{'x': 36.7, 'y': 134.82} {'x': 270.38, 'y': 158.08}]",2,135600
output_image_line_x_55.6_y_139.91_x_258.02_y_155.54_rad_score_2session_135600.png,"[{'x': 55.6, 'y': 139.91} {'x': 258.02, 'y': 155.54}]",2,135600
output_image_line_x_38.88_y_132.64_x_270.74_y_159.17_rad_score_2session_135600.png,"[{'x': 38.88, 'y': 132.64} {'x': 270.74, 'y': 159.17}]",2,135600
output_image_line_x_18.17_y_131.55_x_247.12_y_146.45_rad_score_2session_135800.png,"[{'x': 18.17, 'y': 131.55} {'x': 247.12, 'y': 146.45}]",2,135800
output_image_line_x_34.52_y_138.82_x_242.39_y_143.91_rad_score_2session_135800.png,"[{'x': 34.52, 'y': 138.82} {'x': 242.39, 'y': 143.91}]",2,135800
output_image_line_x_16.72_y_131.92_x_239.85_y_145.0_rad_score_2session_135800.png,"[{'x': 16.72, 'y': 131.92} {'x': 239.85, 'y': 145.0}]",2,135800
output_image_line_x_36.7_y_149.0_x_233.31_y_145.0_rad_score_2session_136100.png,"[{'x': 36.7, 'y': 149.0} {'x': 233.31, 'y': 145.0}]",2,136100
output_image_line_x_59.6_y_145.73_x_224.95_y_142.82_rad_score_2session_136100.png,"[{'x': 59.6, 'y': 145.73} {'x': 224.95, 'y': 142.82}]",2,136100
output_image_line_x_35.98_y_149.0_x_238.03_y_144.64_rad_score_2session_136100.png,"[{'x': 35.98, 'y': 149.0} {'x': 238.03, 'y': 144.64}]",2,136100
output_image_line_x_38.16_y_134.1_x_248.21_y_150.45_rad_score_1session_136600.png,"[{'x': 38.16, 'y': 134.1} {'x': 248.21, 'y': 150.45}]",1,136600
output_image_line_x_50.88_y_135.55_x_211.14_y_149.0_rad_score_1session_136600.png,"[{'x': 50.88, 'y': 135.55} {'x': 211.14, 'y': 149.0}]",1,136600
output_image_line_x_38.16_y_131.92_x_253.66_y_148.63_rad_score_1session_136600.png,"[{'x': 38.16, 'y': 131.92} {'x': 253.66, 'y': 148.63}]",1,136600
output_image_line_x_27.98_y_135.19_x_239.85_y_151.54_rad_score_2session_137000.png,"[{'x': 27.98, 'y': 135.19} {'x': 239.85, 'y': 151.54}]",2,137000
output_image_line_x_33.07_y_144.27_x_223.13_y_149.0_rad_score_2session_137000.png,"[{'x': 33.07, 'y': 144.27} {'x': 223.13, 'y': 149.0}]",2,137000
output_image_line_x_27.98_y_132.28_x_238.03_y_150.81_rad_score_2session_137000.png,"[{'x': 27.98, 'y': 132.28} {'x': 238.03, 'y': 150.81}]",2,137000
output_image_line_x_22.53_y_148.27_x_244.94_y_142.82_rad_score_3session_137100.png,"[{'x': 22.53, 'y': 148.27} {'x': 244.94, 'y': 142.82}]",3,137100
output_image_line_x_27.98_y_146.82_x_242.76_y_146.82_rad_score_3session_137100.png,"[{'x': 27.98, 'y': 146.82} {'x': 242.76, 'y': 146.82}]",3,137100
output_image_line_x_22.53_y_143.55_x_219.14_y_144.64_rad_score_3session_137100.png,"[{'x': 22.53, 'y': 143.55} {'x': 219.14, 'y': 144.64}]",3,137100
output_image_line_x_17.44_y_155.18_x_261.29_y_144.27_rad_score_5session_137600.png,"[{'x': 17.44, 'y': 155.18} {'x': 261.29, 'y': 144.27}]",5,137600
output_image_line_x_27.26_y_149.36_x_248.93_y_138.82_rad_score_5session_137600.png,"[{'x': 27.26, 'y': 149.36} {'x': 248.93, 'y': 138.82}]",5,137600
output_image_line_x_20.35_y_154.45_x_259.84_y_143.91_rad_score_5session_137600.png,"[{'x': 20.35, 'y': 154.45} {'x': 259.84, 'y': 143.91}]",5,137600
output_image_line_x_42.16_y_125.74_x_261.65_y_157.36_rad_score_2session_137700.png,"[{'x': 42.16, 'y': 125.74} {'x': 261.65, 'y': 157.36}]",2,137700
output_image_line_x_56.33_y_129.37_x_238.03_y_152.99_rad_score_2session_137700.png,"[{'x': 56.33, 'y': 129.37} {'x': 238.03, 'y': 152.99}]",2,137700
output_image_line_x_38.52_y_126.47_x_271.83_y_156.63_rad_score_2session_137700.png,"[{'x': 38.52, 'y': 126.47} {'x': 271.83, 'y': 156.63}]",2,137700
output_image_line_x_21.8_y_134.46_x_240.94_y_154.45_rad_score_2session_137900.png,"[{'x': 21.8, 'y': 134.46} {'x': 240.94, 'y': 154.45}]",2,137900
output_image_line_x_35.61_y_133.01_x_220.23_y_153.72_rad_score_2session_137900.png,"[{'x': 35.61, 'y': 133.01} {'x': 220.23, 'y': 153.72}]",2,137900
output_image_line_x_21.44_y_131.19_x_242.03_y_155.18_rad_score_2session_137900.png,"[{'x': 21.44, 'y': 131.19} {'x': 242.03, 'y': 155.18}]",2,137900
output_image_line_x_36.34_y_156.63_x_244.94_y_143.18_rad_score_2session_138300.png,"[{'x': 36.34, 'y': 156.63} {'x': 244.94, 'y': 143.18}]",2,138300
output_image_line_x_51.97_y_151.54_x_222.04_y_145.0_rad_score_2session_138300.png,"[{'x': 51.97, 'y': 151.54} {'x': 222.04, 'y': 145.0}]",2,138300
output_image_line_x_35.61_y_155.54_x_244.94_y_143.18_rad_score_2session_138300.png,"[{'x': 35.61, 'y': 155.54} {'x': 244.94, 'y': 143.18}]",2,138300
output_image_line_x_28.35_y_152.63_x_240.21_y_137.73_rad_score_2session_138400.png,"[{'x': 28.35, 'y': 152.63} {'x': 240.21, 'y': 137.73}]",2,138400
output_image_line_x_45.43_y_158.45_x_217.68_y_143.18_rad_score_2session_138400.png,"[{'x': 45.43, 'y': 158.45} {'x': 217.68, 'y': 143.18}]",2,138400
output_image_line_x_26.89_y_153.72_x_235.49_y_137.01_rad_score_2session_138400.png,"[{'x': 26.89, 'y': 153.72} {'x': 235.49, 'y': 137.01}]",2,138400
output_image_line_x_33.07_y_140.64_x_252.21_y_147.91_rad_score_2session_138601.png,"[{'x': 33.07, 'y': 140.64} {'x': 252.21, 'y': 147.91}]",2,138601
output_image_line_x_49.79_y_145.0_x_235.13_y_147.18_rad_score_2session_138601.png,"[{'x': 49.79, 'y': 145.0} {'x': 235.13, 'y': 147.18}]",2,138601
output_image_line_x_33.8_y_140.64_x_257.29_y_147.91_rad_score_2session_138601.png,"[{'x': 33.8, 'y': 140.64} {'x': 257.29, 'y': 147.91}]",2,138601
output_image_line_x_22.17_y_153.36_x_225.68_y_145.0_rad_score_3session_138800.png,"[{'x': 22.17, 'y': 153.36} {'x': 225.68, 'y': 145.0}]",3,138800
output_image_line_x_42.16_y_153.72_x_219.5_y_144.27_rad_score_3session_138800.png,"[{'x': 42.16, 'y': 153.72} {'x': 219.5, 'y': 144.27}]",3,138800
output_image_line_x_23.62_y_152.63_x_223.13_y_145.0_rad_score_3session_138800.png,"[{'x': 23.62, 'y': 152.63} {'x': 223.13, 'y': 145.0}]",3,138800
output_image_line_x_44.7_y_139.19_x_266.38_y_153.72_rad_score_1session_138900.png,"[{'x': 44.7, 'y': 139.19} {'x': 266.38, 'y': 153.72}]",1,138900
