filename,line,rad_score,session
output_image_line_x_36.34_y_127.92_x_243.48_y_154.81_rad_score_1session_20701.png,"[{'x': 36.34, 'y': 127.92} {'x': 243.48, 'y': 154.81}]",1,20701
output_image_line_x_26.17_y_131.19_x_265.65_y_156.63_rad_score_1session_20701.png,"[{'x': 26.17, 'y': 131.19} {'x': 265.65, 'y': 156.63}]",1,20701
output_image_line_x_33.8_y_129.74_x_275.46_y_151.9_rad_score_2session_21110.png,"[{'x': 33.8, 'y': 129.74} {'x': 275.46, 'y': 151.9}]",2,21110
output_image_line_x_241.67_y_146.45_x_25.8_y_143.18_rad_score_1session_2320.png,"[{'x': 241.67, 'y': 146.45} {'x': 25.8, 'y': 143.18}]",1,2320
output_image_line_x_238.03_y_145.0_x_43.25_y_147.91_rad_score_1session_2320.png,"[{'x': 238.03, 'y': 145.0} {'x': 43.25, 'y': 147.91}]",1,2320
output_image_line_x_236.94_y_146.09_x_26.89_y_143.55_rad_score_1session_2320.png,"[{'x': 236.94, 'y': 146.09} {'x': 26.89, 'y': 143.55}]",1,2320
output_image_line_x_262.38_y_147.18_x_27.98_y_139.55_rad_score_1session_4020.png,"[{'x': 262.38, 'y': 147.18} {'x': 27.98, 'y': 139.55}]",1,4020
output_image_line_x_253.3_y_150.45_x_35.98_y_147.18_rad_score_1session_4020.png,"[{'x': 253.3, 'y': 150.45} {'x': 35.98, 'y': 147.18}]",1,4020
output_image_line_x_257.29_y_147.54_x_26.17_y_138.1_rad_score_1session_4020.png,"[{'x': 257.29, 'y': 147.54} {'x': 26.17, 'y': 138.1}]",1,4020
output_image_line_x_260.2_y_150.09_x_17.44_y_137.73_rad_score_1session_4120.png,"[{'x': 260.2, 'y': 150.09} {'x': 17.44, 'y': 137.73}]",1,4120
output_image_line_x_247.12_y_149.0_x_29.8_y_141.37_rad_score_1session_4120.png,"[{'x': 247.12, 'y': 149.0} {'x': 29.8, 'y': 141.37}]",1,4120
output_image_line_x_17.08_y_134.46_x_258.75_y_150.09_rad_score_1session_4120.png,"[{'x': 17.08, 'y': 134.46} {'x': 258.75, 'y': 150.09}]",1,4120
output_image_line_x_263.47_y_146.09_x_33.07_y_134.46_rad_score_3session_4200.png,"[{'x': 263.47, 'y': 146.09} {'x': 33.07, 'y': 134.46}]",3,4200
output_image_line_x_252.57_y_141.37_x_44.34_y_134.1_rad_score_3session_4200.png,"[{'x': 252.57, 'y': 141.37} {'x': 44.34, 'y': 134.1}]",3,4200
output_image_line_x_31.98_y_132.64_x_268.92_y_148.27_rad_score_3session_4200.png,"[{'x': 31.98, 'y': 132.64} {'x': 268.92, 'y': 148.27}]",3,4200
output_image_line_x_47.24_y_139.19_x_258.75_y_151.9_rad_score_1session_4230.png,"[{'x': 47.24, 'y': 139.19} {'x': 258.75, 'y': 151.9}]",1,4230
output_image_line_x_243.48_y_148.27_x_67.96_y_144.27_rad_score_1session_4230.png,"[{'x': 243.48, 'y': 148.27} {'x': 67.96, 'y': 144.27}]",1,4230
output_image_line_x_46.88_y_140.64_x_247.84_y_148.27_rad_score_1session_4230.png,"[{'x': 46.88, 'y': 140.64} {'x': 247.84, 'y': 148.27}]",1,4230
output_image_line_x_41.79_y_141.37_x_272.92_y_152.63_rad_score_1session_4330.png,"[{'x': 41.79, 'y': 141.37} {'x': 272.92, 'y': 152.63}]",1,4330
output_image_line_x_258.02_y_150.81_x_52.69_y_148.63_rad_score_1session_4330.png,"[{'x': 258.02, 'y': 150.81} {'x': 52.69, 'y': 148.63}]",1,4330
output_image_line_x_41.43_y_142.09_x_272.92_y_150.45_rad_score_1session_4330.png,"[{'x': 41.43, 'y': 142.09} {'x': 272.92, 'y': 150.45}]",1,4330
output_image_line_x_22.63_y_104.96_x_247.25_y_109.04_rad_score_1session_4930.png,"[{'x': 22.63, 'y': 104.96} {'x': 247.25, 'y': 109.04}]",1,4930
output_image_line_x_25.08_y_105.51_x_258.12_y_110.4_rad_score_1session_4930.png,"[{'x': 25.08, 'y': 105.51} {'x': 258.12, 'y': 110.4}]",1,4930
output_image_line_x_230.93_y_111.76_x_51.46_y_107.68_rad_score_1session_4930.png,"[{'x': 230.93, 'y': 111.76} {'x': 51.46, 'y': 107.68}]",1,4930
output_image_line_x_271.83_y_136.64_x_29.8_y_143.18_rad_score_1session_530.png,"[{'x': 271.83, 'y': 136.64} {'x': 29.8, 'y': 143.18}]",1,530
output_image_line_x_255.84_y_138.82_x_44.34_y_145.73_rad_score_1session_530.png,"[{'x': 255.84, 'y': 138.82} {'x': 44.34, 'y': 145.73}]",1,530
output_image_line_x_270.01_y_135.55_x_25.8_y_143.18_rad_score_1session_530.png,"[{'x': 270.01, 'y': 135.55} {'x': 25.8, 'y': 143.18}]",1,530
output_image_line_x_47.11_y_111.49_x_261.66_y_111.22_rad_score_5session_6210.png,"[{'x': 47.11, 'y': 111.49} {'x': 261.66, 'y': 111.22}]",5,6210
output_image_line_x_260.84_y_107.96_x_48.74_y_110.95_rad_score_5session_6210.png,"[{'x': 260.84, 'y': 107.96} {'x': 48.74, 'y': 110.95}]",5,6210
output_image_line_x_66.96_y_108.23_x_217.61_y_103.61_rad_score_5session_6210.png,"[{'x': 66.96, 'y': 108.23} {'x': 217.61, 'y': 103.61}]",5,6210
output_image_line_x_31.33_y_107.41_x_263.02_y_100.89_rad_score_1session_7030.png,"[{'x': 31.33, 'y': 107.41} {'x': 263.02, 'y': 100.89}]",1,7030
output_image_line_x_263.29_y_99.8_x_32.69_y_107.96_rad_score_1session_7030.png,"[{'x': 263.29, 'y': 99.8} {'x': 32.69, 'y': 107.96}]",1,7030
output_image_line_x_234.19_y_97.35_x_71.04_y_110.95_rad_score_1session_7030.png,"[{'x': 234.19, 'y': 97.35} {'x': 71.04, 'y': 110.95}]",1,7030
output_image_line_x_263.47_y_149.0_x_27.26_y_141.73_rad_score_5session_7330.png,"[{'x': 263.47, 'y': 149.0} {'x': 27.26, 'y': 141.73}]",5,7330
output_image_line_x_247.48_y_145.0_x_36.7_y_142.09_rad_score_5session_7330.png,"[{'x': 247.48, 'y': 145.0} {'x': 36.7, 'y': 142.09}]",5,7330
output_image_line_x_264.56_y_149.0_x_26.17_y_142.46_rad_score_5session_7330.png,"[{'x': 264.56, 'y': 149.0} {'x': 26.17, 'y': 142.46}]",5,7330
output_image_line_x_266.74_y_144.27_x_16.72_y_146.09_rad_score_1session_7430.png,"[{'x': 266.74, 'y': 144.27} {'x': 16.72, 'y': 146.09}]",1,7430
output_image_line_x_26.53_y_143.18_x_256.93_y_145.36_rad_score_1session_7430.png,"[{'x': 26.53, 'y': 143.18} {'x': 256.93, 'y': 145.36}]",1,7430
output_image_line_x_17.44_y_144.27_x_264.92_y_143.55_rad_score_1session_7430.png,"[{'x': 17.44, 'y': 144.27} {'x': 264.92, 'y': 143.55}]",1,7430
output_image_line_x_259.47_y_147.54_x_17.81_y_138.1_rad_score_2session_8210.png,"[{'x': 259.47, 'y': 147.54} {'x': 17.81, 'y': 138.1}]",2,8210
output_image_line_x_249.3_y_150.81_x_35.61_y_139.91_rad_score_2session_8210.png,"[{'x': 249.3, 'y': 150.81} {'x': 35.61, 'y': 139.91}]",2,8210
output_image_line_x_259.47_y_147.18_x_15.26_y_135.91_rad_score_2session_8210.png,"[{'x': 259.47, 'y': 147.18} {'x': 15.26, 'y': 135.91}]",2,8210
output_image_line_x_247.12_y_147.54_x_38.52_y_142.09_rad_score_5session_900.png,"[{'x': 247.12, 'y': 147.54} {'x': 38.52, 'y': 142.09}]",5,900
output_image_line_x_236.22_y_150.81_x_51.97_y_146.82_rad_score_5session_900.png,"[{'x': 236.22, 'y': 150.81} {'x': 51.97, 'y': 146.82}]",5,900
output_image_line_x_244.57_y_146.82_x_40.7_y_140.64_rad_score_5session_900.png,"[{'x': 244.57, 'y': 146.82} {'x': 40.7, 'y': 140.64}]",5,900
output_image_line_x_270.01_y_156.99_x_25.08_y_133.37_rad_score_3session_9310.png,"[{'x': 270.01, 'y': 156.99} {'x': 25.08, 'y': 133.37}]",3,9310
output_image_line_x_38.88_y_136.64_x_254.75_y_156.27_rad_score_3session_9310.png,"[{'x': 38.88, 'y': 136.64} {'x': 254.75, 'y': 156.27}]",3,9310
output_image_line_x_269.29_y_154.81_x_25.44_y_132.28_rad_score_3session_9310.png,"[{'x': 269.29, 'y': 154.81} {'x': 25.44, 'y': 132.28}]",3,9310
output_image_line_x_34.15_y_115.56_x_201.21_y_111.64_rad_score_4session_120400.png,"[{'x': 34.15, 'y': 115.56} {'x': 201.21, 'y': 111.64}]",4,120400
output_image_line_x_37.55_y_113.99_x_244.09_y_113.47_rad_score_4session_120400.png,"[{'x': 37.55, 'y': 113.99} {'x': 244.09, 'y': 113.47}]",4,120400
output_image_line_x_62.12_y_115.3_x_208.53_y_112.42_rad_score_4session_120400.png,"[{'x': 62.12, 'y': 115.3} {'x': 208.53, 'y': 112.42}]",4,120400
output_image_line_x_19.57_y_158.63_x_247.72_y_136.96_rad_score_1session_120500.png,"[{'x': 19.57, 'y': 158.63} {'x': 247.72, 'y': 136.96}]",1,120500
output_image_line_x_33.19_y_156.53_x_241.78_y_138.71_rad_score_1session_120500.png,"[{'x': 33.19, 'y': 156.53} {'x': 241.78, 'y': 138.71}]",1,120500
output_image_line_x_17.12_y_158.63_x_245.98_y_136.61_rad_score_1session_120500.png,"[{'x': 17.12, 'y': 158.63} {'x': 245.98, 'y': 136.61}]",1,120500
output_image_line_x_18.52_y_147.8_x_244.58_y_148.49_rad_score_2session_121200.png,"[{'x': 18.52, 'y': 147.8} {'x': 244.58, 'y': 148.49}]",2,121200
output_image_line_x_36.69_y_146.4_x_218.37_y_146.4_rad_score_2session_121200.png,"[{'x': 36.69, 'y': 146.4} {'x': 218.37, 'y': 146.4}]",2,121200
output_image_line_x_15.02_y_146.4_x_242.13_y_149.54_rad_score_2session_121200.png,"[{'x': 15.02, 'y': 146.4} {'x': 242.13, 'y': 149.54}]",2,121200
output_image_line_x_30.75_y_140.11_x_232.0_y_145.7_rad_score_5session_121300.png,"[{'x': 30.75, 'y': 140.11} {'x': 232.0, 'y': 145.7}]",5,121300
output_image_line_x_40.18_y_144.3_x_209.64_y_146.4_rad_score_5session_121300.png,"[{'x': 40.18, 'y': 144.3} {'x': 209.64, 'y': 146.4}]",5,121300
output_image_line_x_29.7_y_140.46_x_236.19_y_145.0_rad_score_5session_121300.png,"[{'x': 29.7, 'y': 140.46} {'x': 236.19, 'y': 145.0}]",5,121300
output_image_line_x_17.12_y_149.54_x_243.88_y_143.95_rad_score_1session_121600.png,"[{'x': 17.12, 'y': 149.54} {'x': 243.88, 'y': 143.95}]",1,121600
output_image_line_x_26.9_y_147.45_x_227.46_y_142.55_rad_score_1session_121600.png,"[{'x': 26.9, 'y': 147.45} {'x': 227.46, 'y': 142.55}]",1,121600
output_image_line_x_15.37_y_149.54_x_239.34_y_143.6_rad_score_1session_121600.png,"[{'x': 15.37, 'y': 149.54} {'x': 239.34, 'y': 143.6}]",1,121600
output_image_line_x_25.16_y_134.52_x_246.67_y_155.48_rad_score_1session_121700.png,"[{'x': 25.16, 'y': 134.52} {'x': 246.67, 'y': 155.48}]",1,121700
output_image_line_x_34.59_y_133.12_x_236.89_y_153.73_rad_score_1session_121700.png,"[{'x': 34.59, 'y': 133.12} {'x': 236.89, 'y': 153.73}]",1,121700
output_image_line_x_24.46_y_137.31_x_242.83_y_155.48_rad_score_1session_121700.png,"[{'x': 24.46, 'y': 137.31} {'x': 242.83, 'y': 155.48}]",1,121700
output_image_line_x_18.52_y_134.17_x_239.34_y_148.49_rad_score_1session_121800.png,"[{'x': 18.52, 'y': 134.17} {'x': 239.34, 'y': 148.49}]",1,121800
output_image_line_x_29.7_y_136.96_x_236.89_y_153.04_rad_score_1session_121800.png,"[{'x': 29.7, 'y': 136.96} {'x': 236.89, 'y': 153.04}]",1,121800
output_image_line_x_19.57_y_135.57_x_239.34_y_147.8_rad_score_1session_121800.png,"[{'x': 19.57, 'y': 135.57} {'x': 239.34, 'y': 147.8}]",1,121800
output_image_line_x_35.29_y_145.35_x_248.07_y_151.99_rad_score_5session_122200.png,"[{'x': 35.29, 'y': 145.35} {'x': 248.07, 'y': 151.99}]",5,122200
output_image_line_x_37.39_y_144.3_x_240.39_y_150.24_rad_score_5session_122200.png,"[{'x': 37.39, 'y': 144.3} {'x': 240.39, 'y': 150.24}]",5,122200
output_image_line_x_35.64_y_148.14_x_249.12_y_152.69_rad_score_5session_122200.png,"[{'x': 35.64, 'y': 148.14} {'x': 249.12, 'y': 152.69}]",5,122200
output_image_line_x_23.76_y_142.55_x_258.2_y_147.45_rad_score_4session_122700.png,"[{'x': 23.76, 'y': 142.55} {'x': 258.2, 'y': 147.45}]",4,122700
output_image_line_x_36.34_y_147.45_x_244.58_y_147.8_rad_score_4session_122700.png,"[{'x': 36.34, 'y': 147.45} {'x': 244.58, 'y': 147.8}]",4,122700
output_image_line_x_25.16_y_140.11_x_254.71_y_145.35_rad_score_4session_122700.png,"[{'x': 25.16, 'y': 140.11} {'x': 254.71, 'y': 145.35}]",4,122700
output_image_line_x_25.16_y_135.92_x_239.34_y_155.13_rad_score_2session_122900.png,"[{'x': 25.16, 'y': 135.92} {'x': 239.34, 'y': 155.13}]",2,122900
output_image_line_x_41.93_y_139.06_x_219.42_y_155.13_rad_score_2session_122900.png,"[{'x': 41.93, 'y': 139.06} {'x': 219.42, 'y': 155.13}]",2,122900
output_image_line_x_21.31_y_134.87_x_236.54_y_154.78_rad_score_2session_122900.png,"[{'x': 21.31, 'y': 134.87} {'x': 236.54, 'y': 154.78}]",2,122900
output_image_line_x_36.34_y_150.59_x_247.72_y_143.25_rad_score_4session_123100.png,"[{'x': 36.34, 'y': 150.59} {'x': 247.72, 'y': 143.25}]",4,123100
output_image_line_x_50.66_y_149.54_x_220.12_y_145.7_rad_score_4session_123100.png,"[{'x': 50.66, 'y': 149.54} {'x': 220.12, 'y': 145.7}]",4,123100
output_image_line_x_36.69_y_152.69_x_251.22_y_141.16_rad_score_4session_123100.png,"[{'x': 36.69, 'y': 152.69} {'x': 251.22, 'y': 141.16}]",4,123100
output_image_line_x_25.86_y_130.33_x_241.43_y_148.84_rad_score_3session_123400.png,"[{'x': 25.86, 'y': 130.33} {'x': 241.43, 'y': 148.84}]",3,123400
output_image_line_x_37.04_y_131.37_x_228.16_y_150.24_rad_score_3session_123400.png,"[{'x': 37.04, 'y': 131.37} {'x': 228.16, 'y': 150.24}]",3,123400
output_image_line_x_27.6_y_128.23_x_242.48_y_150.59_rad_score_3session_123400.png,"[{'x': 27.6, 'y': 128.23} {'x': 242.48, 'y': 150.59}]",3,123400
output_image_line_x_19.22_y_142.9_x_243.88_y_145.35_rad_score_2session_123700.png,"[{'x': 19.22, 'y': 142.9} {'x': 243.88, 'y': 145.35}]",2,123700
output_image_line_x_26.55_y_143.95_x_236.89_y_147.1_rad_score_2session_123700.png,"[{'x': 26.55, 'y': 143.95} {'x': 236.89, 'y': 147.1}]",2,123700
output_image_line_x_17.82_y_142.9_x_245.63_y_145.35_rad_score_2session_123700.png,"[{'x': 17.82, 'y': 142.9} {'x': 245.63, 'y': 145.35}]",2,123700
output_image_line_x_44.72_y_141.16_x_239.34_y_146.4_rad_score_3session_124000.png,"[{'x': 44.72, 'y': 141.16} {'x': 239.34, 'y': 146.4}]",3,124000
output_image_line_x_60.8_y_143.25_x_221.87_y_146.05_rad_score_3session_124000.png,"[{'x': 60.8, 'y': 143.25} {'x': 221.87, 'y': 146.05}]",3,124000
output_image_line_x_44.02_y_137.31_x_239.69_y_148.14_rad_score_3session_124000.png,"[{'x': 44.02, 'y': 137.31} {'x': 239.69, 'y': 148.14}]",3,124000
output_image_line_x_23.76_y_149.19_x_225.71_y_140.11_rad_score_3session_124100.png,"[{'x': 23.76, 'y': 149.19} {'x': 225.71, 'y': 140.11}]",3,124100
output_image_line_x_47.87_y_151.29_x_217.67_y_140.81_rad_score_3session_124100.png,"[{'x': 47.87, 'y': 151.29} {'x': 217.67, 'y': 140.81}]",3,124100
output_image_line_x_23.41_y_148.49_x_222.22_y_140.46_rad_score_3session_124100.png,"[{'x': 23.41, 'y': 148.49} {'x': 222.22, 'y': 140.46}]",3,124100
output_image_line_x_28.4_y_112.68_x_260.56_y_115.56_rad_score_1session_124300.png,"[{'x': 28.4, 'y': 112.68} {'x': 260.56, 'y': 115.56}]",1,124300
output_image_line_x_26.57_y_111.64_x_265.0_y_116.6_rad_score_1session_124300.png,"[{'x': 26.57, 'y': 111.64} {'x': 265.0, 'y': 116.6}]",1,124300
output_image_line_x_43.56_y_112.68_x_240.95_y_111.11_rad_score_1session_124300.png,"[{'x': 43.56, 'y': 112.68} {'x': 240.95, 'y': 111.11}]",1,124300
output_image_line_x_42.28_y_153.04_x_259.95_y_141.51_rad_score_2session_124400.png,"[{'x': 42.28, 'y': 153.04} {'x': 259.95, 'y': 141.51}]",2,124400
output_image_line_x_51.36_y_148.49_x_242.48_y_138.01_rad_score_2session_124400.png,"[{'x': 51.36, 'y': 148.49} {'x': 242.48, 'y': 138.01}]",2,124400
output_image_line_x_41.23_y_155.13_x_261.7_y_142.9_rad_score_2session_124400.png,"[{'x': 41.23, 'y': 155.13} {'x': 261.7, 'y': 142.9}]",2,124400
output_image_line_x_32.14_y_153.04_x_258.55_y_146.75_rad_score_3session_124900.png,"[{'x': 32.14, 'y': 153.04} {'x': 258.55, 'y': 146.75}]",3,124900
output_image_line_x_44.37_y_151.29_x_227.81_y_146.05_rad_score_3session_124900.png,"[{'x': 44.37, 'y': 151.29} {'x': 227.81, 'y': 146.05}]",3,124900
output_image_line_x_31.8_y_154.08_x_258.55_y_145.7_rad_score_3session_124900.png,"[{'x': 31.8, 'y': 154.08} {'x': 258.55, 'y': 145.7}]",3,124900
output_image_line_x_49.27_y_151.64_x_243.53_y_143.6_rad_score_3session_125200.png,"[{'x': 49.27, 'y': 151.64} {'x': 243.53, 'y': 143.6}]",3,125200
output_image_line_x_64.64_y_149.89_x_238.29_y_140.81_rad_score_3session_125200.png,"[{'x': 64.64, 'y': 149.89} {'x': 238.29, 'y': 140.81}]",3,125200
output_image_line_x_47.52_y_152.69_x_243.18_y_144.65_rad_score_3session_125200.png,"[{'x': 47.52, 'y': 152.69} {'x': 243.18, 'y': 144.65}]",3,125200
output_image_line_x_39.83_y_144.3_x_240.73_y_142.9_rad_score_5session_125300.png,"[{'x': 39.83, 'y': 144.3} {'x': 240.73, 'y': 142.9}]",5,125300
